,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_mexican_restaurant,full_address,geocoded
83783,MApmO7XKMkmHMvBrbrnuYQ,"""Filiberto's""","""7620 E Mckellips Rd, Ste 14""",Scottsdale,AZ,85257,33.4517454,-111.9167108,3.0,4,1,"7620 E Mckellips Rd, Ste 14, Scottsdale, AZ, 85257","(33.4517454, -111.9167108)"
84073,cRMC2eQ9CP6ivhEY8EdaGg,"""Chino Locos""","""459 Church Street, 2nd Floor""",Toronto,ON,M4Y 2C5,43.66417870000001,-79.3801067,3.5,34,1,"459 Church Street, 2nd Floor, Toronto, ON, M4Y 2C5","(43.66417870000001, -79.3801067)"
84124,ze6VwIX5s3ut4n90xCKY2Q,"""El Gran Taco""","""722 W Hatcher Rd""",Phoenix,AZ,85021,33.571641,-112.0835464,4.0,8,1,"722 W Hatcher Rd, Phoenix, AZ, 85021","(33.571641, -112.0835464)"
84306,6Bog_w6ot35sBMoRPzt-lA,"""Gordo's Mexican Food""","""3373 E Queen Creek Rd""",Gilbert,AZ,85297,33.2626925,-111.716797,2.5,92,1,"3373 E Queen Creek Rd, Gilbert, AZ, 85297","(33.2626925, -111.716797)"
85019,uKsOd2O_VoFvmYop0ryYcQ,"""Moe's Southwest Grill""","""6910 S Rainbow Blvd, Ste 100""",Las Vegas,NV,89118,36.0630844,-115.2415043,2.0,24,1,"6910 S Rainbow Blvd, Ste 100, Las Vegas, NV, 89118","(36.0630844, -115.2415043)"
85456,sygVFA8ZOprx18lS5d6keg,"""Prickly Pear Fresh Mexican Grill""","""14740 N Northsight Boulevard""",Scottsdale,AZ,85260,33.6194847,-111.8984525,4.0,8,1,"14740 N Northsight Boulevard, Scottsdale, AZ, 85260","(33.6194847, -111.8984525)"
85670,QTH_XGh4rWYdd0fTW-tUDw,"""Baja Fresh Mexican Grill""","""4190 S Rainbow Blvd""",Las Vegas,NV,89103,36.11258309999999,-115.2425926,3.5,7,1,"4190 S Rainbow Blvd, Las Vegas, NV, 89103","(36.11258309999999, -115.2425926)"
85935,p-w6g8cuQq5PU_4U1XNCzQ,"""El Mescal Family Mexican Restaurant""","""4460 S Durango Dr""",Las Vegas,NV,89147,36.1084108,-115.2781558,4.0,122,1,"4460 S Durango Dr, Las Vegas, NV, 89147","(36.1084108, -115.2781558)"
86086,wHxe_D6_MPhMLNuHVLMIqQ,"""Don Tortaco""","""7537 S Rainbow Blvd""",Las Vegas,NV,89139,36.0516832,-115.2441671,3.5,46,1,"7537 S Rainbow Blvd, Las Vegas, NV, 89139","(36.0516832, -115.2441671)"
86118,3SGa6kcFCBHr367NFAiQBg,"""El Taco de Chandler""","""757 E Chandler Blvd""",Chandler,AZ,85225,33.3058201,-111.828772,3.5,12,1,"757 E Chandler Blvd, Chandler, AZ, 85225","(33.3058201, -111.828772)"
86254,-dgUbX_lFqklJuf29A7piQ,"""Matador Restaurant""","""125 E Adams St""",Phoenix,AZ,85004,33.4492043,-112.0731809,3.0,58,1,"125 E Adams St, Phoenix, AZ, 85004","(33.4492043, -112.0731809)"
86508,RzW9XMCeRm-Xo-SCYB-Kow,"""Mi Familia Mexican Restaurant""","""2800 E Tropical Pkwy""",North Las Vegas,NV,89081,36.2687211,-115.1108857,3.5,21,1,"2800 E Tropical Pkwy, North Las Vegas, NV, 89081","(36.2687211, -115.1108857)"
86845,4X4a-TJnivv8YtK1YGxcQQ,"""La Catrina Mexican Grill""","""8129 Ardrey Kell Rd, Ste 105""",Charlotte,NC,28277,35.0388959,-80.7947957,3.0,32,1,"8129 Ardrey Kell Rd, Ste 105, Charlotte, NC, 28277","(35.0388959, -80.7947957)"
86958,IEsqyFsUPWD4I6b3LaQr8Q,"""Betitos Mexican Food""","""546 N Gilbert Rd""",Gilbert,AZ,85234,33.3602337,-111.7900886,3.5,41,1,"546 N Gilbert Rd, Gilbert, AZ, 85234","(33.3602337, -111.7900886)"
87082,5JxlZaqCnk1MnbgRirs40Q,"""Cabo Mexican Restaurant""","""Red Rock Casino Resort & Spa, 11014 W Charleston Blvd""",Las Vegas,NV,89135,36.1590835,-115.3377059,3.5,54,1,"Red Rock Casino Resort & Spa, 11014 W Charleston Blvd, Las Vegas, NV, 89135","(36.1590835, -115.3377059)"
87165,kDkHOrLyYfzvIeus7GMr-g,"""La Reyna Del Hot Dog""","""5925 W. Olive""",Glendale,AZ,85302,33.5665956,-112.1872192,4.0,7,1,"5925 W. Olive, Glendale, AZ, 85302","(33.5665956, -112.1872192)"
87280,Ls1NqcogI-szYoQ7tLh4Og,"""Fuego CityScape""","""1 E Washington St, Ste 175""",Phoenix,AZ,85004,33.4478918,-112.0727643,3.5,140,1,"1 E Washington St, Ste 175, Phoenix, AZ, 85004","(33.4478918, -112.0727643)"
87410,Sav4EJZSG7p--09DTHt5mg,"""Humberto's Mexican Food""","""3607 E Bell Rd""",Phoenix,AZ,85032,33.6399814,-112.0042775,4.0,13,1,"3607 E Bell Rd, Phoenix, AZ, 85032","(33.6399814, -112.0042775)"
87508,eoGAZLu8HQXxCNJC86uPcQ,"""Mexico Lindo""","""467 Danforth Avenue""",Toronto,ON,M4K 1P1,43.6777461,-79.3500912,4.0,25,1,"467 Danforth Avenue, Toronto, ON, M4K 1P1","(43.6777461, -79.3500912)"
87610,RZjCS8U_UuZaAmo5YawkOg,"""Hal O Penos Mexican Cafe""","""3575 W Northern Ave""",Phoenix,AZ,85051,33.552692,-112.1363615,4.5,15,1,"3575 W Northern Ave, Phoenix, AZ, 85051","(33.552692, -112.1363615)"
87612,AhQu7mLtmGlp8U2I-SV_jA,"""El Guero Mexican Grill""","""1300 W 9th St, Ste 400""",Cleveland,OH,44113,41.4988193,-81.7008219,2.5,27,1,"1300 W 9th St, Ste 400, Cleveland, OH, 44113","(41.4988193, -81.7008219)"
87710,Gn06kr2XLQo_sIxzGkjIGg,"""Rolberto's Taco Shop""","""15840 N 32nd St, Ste 5""",Phoenix,AZ,85032,33.631604,-112.013981,3.0,3,1,"15840 N 32nd St, Ste 5, Phoenix, AZ, 85032","(33.631604, -112.013981)"
87827,RuBvES8jUGqM2iemOg9Dfg,"""Ellie's Native & Mexican Food""","""3140 S Gilbert Rd, Ste 3""",Chandler,AZ,85286,33.2607594,-111.7903971,4.5,6,1,"3140 S Gilbert Rd, Ste 3, Chandler, AZ, 85286","(33.2607594, -111.7903971)"
87937,qdtfcYMROGZVvYcE9F23yg,"""El Molino Mexican Cafe""","""3554 N Goldwater Blvd""",Scottsdale,AZ,85251,33.48931450000001,-111.9279825,3.5,121,1,"3554 N Goldwater Blvd, Scottsdale, AZ, 85251","(33.48931450000001, -111.9279825)"
88235,mkD_-SGitlVrOcF1nnSfXA,"""z-teca""","""66 Gerrard Stret E""",Toronto,ON,M5B 1G3,43.6599837,-79.37878979999999,3.0,17,1,"66 Gerrard Stret E, Toronto, ON, M5B 1G3","(43.6599837, -79.37878979999999)"
88260,TP7bC-U0m5y7V5vncWwziA,"""El Toro""","""112 Charter St""",Monticello,IL,61856,40.0250344,-88.57287219999999,3.5,11,1,"112 Charter St, Monticello, IL, 61856","(40.0250344, -88.57287219999999)"
88284,iXnHrmTw-r6LNzC2MjjrWQ,"""Casa Rasta""","""2102 Broadway Ave""",Pittsburgh,PA,15216,40.4053716,-80.0301538,4.5,25,1,"2102 Broadway Ave, Pittsburgh, PA, 15216","(40.4053716, -80.0301538)"
88308,x_BblTvFkQqM601Ad0kUDA,"""Nano's Dominican Cuisine""","""3428 N Tryon St""",Charlotte,NC,28206,35.2538501,-80.8056244,3.5,18,1,"3428 N Tryon St, Charlotte, NC, 28206","(35.2538501, -80.8056244)"
88322,d17TNvbQP8h5_WniCnma1A,"""Live Fire Q""","""4300 E Sunset Rd, Ste A6""",Henderson,NV,89014,36.07236820000001,-115.0809386,4.0,21,1,"4300 E Sunset Rd, Ste A6, Henderson, NV, 89014","(36.07236820000001, -115.0809386)"
88711,pcG0vJiTtDcTb0y3pKFUZQ,"""Green Dacha Grill & Hookah""","""5795 W Tropicana Ave""",Las Vegas,NV,89103,36.0998702,-115.2205488,3.5,97,1,"5795 W Tropicana Ave, Las Vegas, NV, 89103","(36.0998702, -115.2205488)"
88749,5KgZD0CDNpUjbdV7OjUuXA,"""Jorge's Chicken and Waffles""","""1212 E Apache Blvd""",Tempe,AZ,85281,33.4153043,-111.9199712,3.5,49,1,"1212 E Apache Blvd, Tempe, AZ, 85281","(33.4153043, -111.9199712)"
88769,jAsvKe4-SteA-ZgyfVPoTQ,"""Macayo's Mexican Restaurants""","""4001 N Central Ave""",Phoenix,AZ,85012,33.4925782,-112.0736098,3.0,231,1,"4001 N Central Ave, Phoenix, AZ, 85012","(33.4925782, -112.0736098)"
88873,pM1XQqVX-oudcm4nnvvQfA,"""La Oaxaquena Mexican Restaurant""","""10430 N 19th Ave, Ste 7""",Phoenix,AZ,85021,33.5811623,-112.10022,4.0,13,1,"10430 N 19th Ave, Ste 7, Phoenix, AZ, 85021","(33.5811623, -112.10022)"
88907,W3h2jT0S-0986_B-ETFKmA,"""Del Taco""","""4650 S Maryland Pkwy""",Las Vegas,NV,89119,36.104868,-115.1367126,1.0,4,1,"4650 S Maryland Pkwy, Las Vegas, NV, 89119","(36.104868, -115.1367126)"
89130,rkBA7cEoz8r9eKrWjjwUJA,"""Lupita's Mexican Restaurant""","""12420 W Thunderbird Rd""",El Mirage,AZ,85335,33.6098677,-112.3271713,4.5,7,1,"12420 W Thunderbird Rd, El Mirage, AZ, 85335","(33.6098677, -112.3271713)"
89449,cjxPOPcFkpq0cspQ2cHL8w,"""El Charro Restaurant & Cocktail Lounge""","""105 N Country Club Dr""",Mesa,AZ,85201,33.4175557,-111.8395781,3.5,96,1,"105 N Country Club Dr, Mesa, AZ, 85201","(33.4175557, -111.8395781)"
89627,mir6XNWwGueIvagxKAtYeA,"""Chuy's Mesquite Broiler""","""830 E Greenway Pkwy, Ste 100""",Phoenix,AZ,85022,33.6381464,-112.0625361,3.0,9,1,"830 E Greenway Pkwy, Ste 100, Phoenix, AZ, 85022","(33.6381464, -112.0625361)"
90194,ifUpNwfgLysVh3nd2p6VrA,"""Taco Del Mar""","""15480 Bayview Avenue, Suite 110""",Aurora,ON,L4G 7V5,44.0117544,-79.4453484,3.5,5,1,"15480 Bayview Avenue, Suite 110, Aurora, ON, L4G 7V5","(44.0117544, -79.4453484)"
90226,ICimDC0cbPBMfeQd88IicQ,"""Guacamole's""","""1888 State Rt 59""",Kent,OH,44240,41.1547569,-81.3254583,3.5,37,1,"1888 State Rt 59, Kent, OH, 44240","(41.1547569, -81.3254583)"
90659,lfXfxBms5z1nwzkxxLFBWg,"""Garduños""","""Palms Casino Resort, 4321 W Flamingo Rd""",Las Vegas,NV,89103,36.114436,-115.1948157,3.0,117,1,"Palms Casino Resort, 4321 W Flamingo Rd, Las Vegas, NV, 89103","(36.114436, -115.1948157)"
90665,cNBTDuIAQkqRLl_OxMl-2w,"""Felix Hot Dog Taco Shop""","""1516 S Las Vegas Blvd""",Las Vegas,NV,89104,36.1524828,-115.1519298,4.5,7,1,"1516 S Las Vegas Blvd, Las Vegas, NV, 89104","(36.1524828, -115.1519298)"
91189,QIELh9m9aefbDtIL_mOsMw,"""Vicky's Mexican Restaurant""","""111 Smitfield St""",Pittsburgh,PA,15222,40.4376943,-80.0005295,4.0,8,1,"111 Smitfield St, Pittsburgh, PA, 15222","(40.4376943, -80.0005295)"
91340,-e_UQJVTzIPweX4TcPUYVw,"""Mexx32""","""3154 E Camelback Rd""",Phoenix,AZ,85016,33.5101429,-112.0137461,4.5,177,1,"3154 E Camelback Rd, Phoenix, AZ, 85016","(33.5101429, -112.0137461)"
91554,qPX9kv7S-jzl7aUzlo60-Q,"""PURE taqueria""","""111 Matthews Station St""",Matthews,NC,28105,35.1176031,-80.7205322,3.0,47,1,"111 Matthews Station St, Matthews, NC, 28105","(35.1176031, -80.7205322)"
91724,cQ7PjmjjVP1-fwX2uYOk_A,"""El Pollo Loco""","""820 N 54th St""",Chandler,AZ,85226,33.3162672,-111.9688071,4.0,6,1,"820 N 54th St, Chandler, AZ, 85226","(33.3162672, -111.9688071)"
91784,EBCuO36WpwDNhf37YIhklg,"""Guido Garcias""","""7212 E Ho Rd""",Scottsdale,AZ,85262,33.8258733,-111.9243081,2.5,26,1,"7212 E Ho Rd, Scottsdale, AZ, 85262","(33.8258733, -111.9243081)"
91807,XH4jDFKyeCI7qkKq6PB9Nw,"""Baja Fresh Mexican Grill""","""675-A Mall Ring Cir""",Henderson,NV,89014,36.0650536,-115.045626,2.0,44,1,"675-A Mall Ring Cir, Henderson, NV, 89014","(36.0650536, -115.045626)"
91810,3TnNC-AMuQ4upCtcgtU49w,"""Bueno Burger Mex American Grill""","""4407 W Peoria, Ste 105""",Glendale,AZ,85302,33.5816253,-112.154281,3.5,43,1,"4407 W Peoria, Ste 105, Glendale, AZ, 85302","(33.5816253, -112.154281)"
91852,Z6t15TXGlVh3-2ClZunCgg,"""Tacos El Potrero""","""5485 W Flamingo Rd""",Las Vegas,NV,89103,36.1145701,-115.2160101,4.0,37,1,"5485 W Flamingo Rd, Las Vegas, NV, 89103","(36.1145701, -115.2160101)"
91919,LHHKDRZbofrex2FA7IBhSQ,"""El Maguey""","""741 Crossroads Plz""",Fort Mill,SC,29708,35.0598839,-80.9895322,2.0,12,1,"741 Crossroads Plz, Fort Mill, SC, 29708","(35.0598839, -80.9895322)"
91923,rquarcYSOS9PIstXZAP_kA,"""Chronic Tacos""","""1910 Village Ctr Cir""",Las Vegas,NV,89134,36.1932248,-115.3040384,3.0,51,1,"1910 Village Ctr Cir, Las Vegas, NV, 89134","(36.1932248, -115.3040384)"
92010,pxn8oiRtZnnEP-ejmExQmg,"""Texas Longhorn""","""803 Dundas Street E""",Mississauga,ON,L4Y 2B7,43.5978315,-79.5974335,3.0,23,1,"803 Dundas Street E, Mississauga, ON, L4Y 2B7","(43.5978315, -79.5974335)"
92116,eU_XJ4uNAlRoH4tNfWtz9g,"""Tony's Mexican Food""","""4300 Meadows Ln""",Las Vegas,NV,89107,36.1723877,-115.1969055,4.0,5,1,"4300 Meadows Ln, Las Vegas, NV, 89107","(36.1723877, -115.1969055)"
92438,JLh_3ID6DaKvmD_2hQ6J-w,"""Betito's Mexican Restaurant""","""3401 S McClintock Dr""",Tempe,AZ,85282,33.3921271,-111.9086995,4.0,13,1,"3401 S McClintock Dr, Tempe, AZ, 85282","(33.3921271, -111.9086995)"
92628,RCSuvvhuPO-hozONvzC_4A,"""Don Pedro Mexican Restaurant""","""5317 E Independence Blvd""",Charlotte,NC,28212,35.187718,-80.75725229999999,4.0,14,1,"5317 E Independence Blvd, Charlotte, NC, 28212","(35.187718, -80.75725229999999)"
92748,OCfGq5JcfJoj6XpJqNKQKQ,"""Bar Burrito""","""5955 Latimer Drive""",Mississauga,ON,L5V 0B7,43.6089211,-79.69660069999999,2.5,3,1,"5955 Latimer Drive, Mississauga, ON, L5V 0B7","(43.6089211, -79.69660069999999)"
93007,X3zFSrTdOXZ2ZXFLrETyIw,"""Moe's Southwest Grill""","""35 Eglinton Ave E""",Toronto,ON,M4P 1A1,43.7068138,-79.39700479999999,2.5,8,1,"35 Eglinton Ave E, Toronto, ON, M4P 1A1","(43.7068138, -79.39700479999999)"
93108,9Ii0ZUKw0zAus-AnI00xLw,"""Piñatas Mexican Restaurant and Cantina""","""11611 Euclid ave""",Cleveland,OH,44106,41.5110683,-81.60320639999999,2.5,19,1,"11611 Euclid ave, Cleveland, OH, 44106","(41.5110683, -81.60320639999999)"
93312,3qlqzQrwh8hjBltlgFgsJQ,"""Paz Cantina""","""1011 N 3rd St""",Phoenix,AZ,85004,33.4591595,-112.0690081,4.0,264,1,"1011 N 3rd St, Phoenix, AZ, 85004","(33.4591595, -112.0690081)"
93510,zNIogTJeIB3O6aMcCmQDVA,"""Chevys Fresh Mex""","""1335 S Alma School Rd""",Mesa,AZ,85210,33.3896948,-111.856812,3.5,26,1,"1335 S Alma School Rd, Mesa, AZ, 85210","(33.3896948, -111.856812)"
93695,SQXfzYs14ulj2TqmZo9HxQ,"""Senor Peppers""","""113 S Main St""",Oregon,WI,53575,42.9259569,-89.384765,3.5,14,1,"113 S Main St, Oregon, WI, 53575","(42.9259569, -89.384765)"
93834,ECmphS3zwUcqWhnbhOZoUg,"""Angelinas Mexican Food""","""5115 N 27th Ave""",Phoenix,AZ,85017,33.5124611,-112.1137731,4.5,3,1,"5115 N 27th Ave, Phoenix, AZ, 85017","(33.5124611, -112.1137731)"
93873,Sx4aZlryBbLsjr8eQngEqA,"""La Tortilleria""","""10060 Bayview Avenue""",Richmond Hill,ON,L4C 2K9,43.8773454,-79.4161759,3.0,18,1,"10060 Bayview Avenue, Richmond Hill, ON, L4C 2K9","(43.8773454, -79.4161759)"
94189,GoHU8mDK38Z7OaqVs0aVoA,"""Cancun Mexican Grill""","""316 Holland Street W""",Bradford West Gwillimbury,ON,L3Z 1H9,44.111527,-79.57600699999999,4.0,4,1,"316 Holland Street W, Bradford West Gwillimbury, ON, L3Z 1H9","(44.111527, -79.57600699999999)"
94344,3ky17eHU-4gSl3knpI__-w,"""Canteen Modern Tequila Bar""","""640 S Mill Ave""",Tempe,AZ,85281,33.4241628,-111.9404258,3.5,225,1,"640 S Mill Ave, Tempe, AZ, 85281","(33.4241628, -111.9404258)"
94655,8JvuhiQWoMJVDVuTtvOnPA,"""Tacos and Tequila Cantina""","""5642 N 27th Ave""",Phoenix,AZ,85017,33.519542,-112.1173846,3.5,5,1,"5642 N 27th Ave, Phoenix, AZ, 85017","(33.519542, -112.1173846)"
94788,s41EVJ9u62IBi9LZz313cw,"""Chevys Fresh Mex""","""7700 W Arrowhead Towne Ctr""",Glendale,AZ,85308,33.6420093,-112.2253556,3.5,39,1,"7700 W Arrowhead Towne Ctr, Glendale, AZ, 85308","(33.6420093, -112.2253556)"
95220,VoTi4yVhTVyFdmxUpoyUsg,"""Sonora Mesquite Grill""","""4613 E Thomas Rd""",Phoenix,AZ,85018,33.4795489,-111.9819294,4.5,164,1,"4613 E Thomas Rd, Phoenix, AZ, 85018","(33.4795489, -111.9819294)"
95337,V5K2K2U0JaBL5UPaZYJkSQ,"""El Burrito Loco Restaurant""","""745 N High Point Rd""",Madison,WI,53717,43.07606,-89.5175331,4.0,28,1,"745 N High Point Rd, Madison, WI, 53717","(43.07606, -89.5175331)"
95347,4XEIN-KPGAMugwJdhgjfGQ,"""Combo Express Mexican Food""","""4568 E Cactus Rd""",Phoenix,AZ,85032,33.6036054,-111.9837349,4.5,11,1,"4568 E Cactus Rd, Phoenix, AZ, 85032","(33.6036054, -111.9837349)"
95592,sbOlgkiKttP4Cq_p6Z-f4w,"""Saz""","""558 State St""",Madison,WI,53703,43.0749911,-89.3949191,4.0,4,1,"558 State St, Madison, WI, 53703","(43.0749911, -89.3949191)"
95734,pYqP8GnTG8oxj4G2cxx7xQ,"""Qdoba Mexican Grill""","""1855 S Country Club Dr""",Mesa,AZ,85210,33.3810938,-111.8392055,3.0,3,1,"1855 S Country Club Dr, Mesa, AZ, 85210","(33.3810938, -111.8392055)"
95760,WB3nXcDioVvGax2u5_jXhw,"""Johny Banana""","""181 Bathurst St""",Toronto,ON,M5T 2R7,43.6475364,-79.4038534,3.0,12,1,"181 Bathurst St, Toronto, ON, M5T 2R7","(43.6475364, -79.4038534)"
95898,DT7_TLzI3TV-1GMKaNddAA,"""Blu Agave Arizona Kitchen""","""28615 N El Mirage Rd""",Peoria,AZ,85383,33.7418892,-112.3210706,3.0,16,1,"28615 N El Mirage Rd, Peoria, AZ, 85383","(33.7418892, -112.3210706)"
96023,_ZSCWjiYNPjnteZDo-AZOg,"""Coasta Cantina""","""Suncoast Hotel & Casino, 9090 Alta Dr""",Las Vegas,NV,89144,36.1689957,-115.2908908,3.0,20,1,"Suncoast Hotel & Casino, 9090 Alta Dr, Las Vegas, NV, 89144","(36.1689957, -115.2908908)"
96033,KeKvq5TVppF8fnFkmiiqIQ,"""Taco Tio""","""430 E Silverado Ranch Blvd, Ste 100""",Las Vegas,NV,89123,36.0146635,-115.1541301,3.0,14,1,"430 E Silverado Ranch Blvd, Ste 100, Las Vegas, NV, 89123","(36.0146635, -115.1541301)"
96035,5o7Fx7Iot-gLKVNegLLw-w,"""El Santaneco""","""4632 S Maryland Pkwy, Ste 7""",Las Vegas,NV,89119,36.105027,-115.1358644,3.5,27,1,"4632 S Maryland Pkwy, Ste 7, Las Vegas, NV, 89119","(36.105027, -115.1358644)"
96077,LE94B7yvaxh0l_wh_yEpjg,"""Agave Y Aguacate""","""35 Baldwin Street""",Toronto,ON,M5T 1L1,43.6558307,-79.39343029999999,3.5,36,1,"35 Baldwin Street, Toronto, ON, M5T 1L1","(43.6558307, -79.39343029999999)"
96346,nJbeMF8x5usg_RfrXx4P5A,"""Los Campesinos""","""9399 Rt 30""",Irwin,PA,15642,40.3233779,-79.69855129999999,3.0,4,1,"9399 Rt 30, Irwin, PA, 15642","(40.3233779, -79.69855129999999)"
96353,yIiply1esvaWxY36vdh3wA,"""Los Dos Molinos""","""1010 E Washington St""",Phoenix,AZ,85034,33.4487486,-112.0597932,3.5,82,1,"1010 E Washington St, Phoenix, AZ, 85034","(33.4487486, -112.0597932)"
96697,SRCepG6PbMvwKcfIUjk8bQ,"""Cilantro Tacos""","""2300 N Rainbow Blvd, Ste 108""",Las Vegas,NV,89108,36.2022528,-115.2417742,4.0,153,1,"2300 N Rainbow Blvd, Ste 108, Las Vegas, NV, 89108","(36.2022528, -115.2417742)"
96713,MFgm3Hc-348wR9xfKP_Zdw,"""Turris Taco Shop""","""4426 N 19th Ave""",Phoenix,AZ,85015,33.5015145,-112.1003365,4.0,4,1,"4426 N 19th Ave, Phoenix, AZ, 85015","(33.5015145, -112.1003365)"
97072,TUVtxnT471P1UibiNNnVSg,"""El Gringo's Pinata Nueva""","""14850 N Frank Lloyd Wright Blvd, Ste 109""",Scottsdale,AZ,85260,33.6201772,-111.8767473,3.0,21,1,"14850 N Frank Lloyd Wright Blvd, Ste 109, Scottsdale, AZ, 85260","(33.6201772, -111.8767473)"
97415,eZsvH0PfIlFn-qL486Bj3g,"""Taco Bell""","""6110 W Sahara Ave""",Las Vegas,NV,89102,36.1447299,-115.2257588,2.5,5,1,"6110 W Sahara Ave, Las Vegas, NV, 89102","(36.1447299, -115.2257588)"
97463,Fn_Hs7v_nNlWx9jetyszIA,"""Tita La Guanaca""","""1028 St Clair Avenue W""",Toronto,ON,M6E,43.6792771,-79.43821659999999,3.5,5,1,"1028 St Clair Avenue W, Toronto, ON, M6E","(43.6792771, -79.43821659999999)"
97508,fdLR0YxQUHuxxA-GkkHqPA,"""Señor Pollo Restaurant""","""5485 W Flamingo Rd""",Las Vegas,NV,89103,36.1145701,-115.2160101,4.0,11,1,"5485 W Flamingo Rd, Las Vegas, NV, 89103","(36.1145701, -115.2160101)"
97534,GH5gbLHw05toW6ePNIUzTw,"""Los Toritos Express""","""5780 E Charleston Blvd""",Las Vegas,NV,89110,36.159948,-115.0477408,4.0,7,1,"5780 E Charleston Blvd, Las Vegas, NV, 89110","(36.159948, -115.0477408)"
97625,2oJqt8ZDyw0WapZ8Zc268Q,"""Fajitas House""","""1745 S Rainbow Blvd""",Las Vegas,NV,89146,36.1520101,-115.243704,4.0,5,1,"1745 S Rainbow Blvd, Las Vegas, NV, 89146","(36.1520101, -115.243704)"
97724,_CgBou-sE-UW2j4otiKtlw,"""Baja Fresh Las Vegas""","""4760 W Sahara Ave""",Las Vegas,NV,89102,36.1463364,-115.2071643,3.5,11,1,"4760 W Sahara Ave, Las Vegas, NV, 89102","(36.1463364, -115.2071643)"
97740,fwDx6uoM2SWtddARwAds2g,"""Frida""","""999 Eglinton Avenue W""",Toronto,ON,M6C 2C7,43.6995422,-79.4313789,3.5,72,1,"999 Eglinton Avenue W, Toronto, ON, M6C 2C7","(43.6995422, -79.4313789)"
97918,LtilhdZm9gb2dNm6OFHg_w,"""Mariachi and Cocos""","""10333 Northfield Rd""",Northfield,OH,44067,41.3418058,-81.52659129999999,4.0,7,1,"10333 Northfield Rd, Northfield, OH, 44067","(41.3418058, -81.52659129999999)"
98013,RKV80Bg4ZxVFQXkWDfuYCA,"""On the Border Mexican Grill & Cantina""","""1665 S Stapley Dr""",Mesa,AZ,85204,33.382526,-111.805122,2.5,6,1,"1665 S Stapley Dr, Mesa, AZ, 85204","(33.382526, -111.805122)"
98091,KBP7x08WfD__BUoE4kY0lg,"""America's Taco Shop""","""4447 N 7th Ave""",Phoenix,AZ,85013,33.5019205,-112.0821258,3.5,171,1,"4447 N 7th Ave, Phoenix, AZ, 85013","(33.5019205, -112.0821258)"
98206,_BkpuQVbJTB6jht1eGvlNw,"""BarBurrito""","""736 Bay Street""",Toronto,ON,M5G 2R3,43.6593976,-79.385607,2.5,19,1,"736 Bay Street, Toronto, ON, M5G 2R3","(43.6593976, -79.385607)"
98225,GN4bghnFwhdxfiJXFTNEqg,"""Stetson Scottsdale Bar""","""7318 E Stetson Dr""",Scottsdale,AZ,85251,33.4998044,-111.9235111,4.0,10,1,"7318 E Stetson Dr, Scottsdale, AZ, 85251","(33.4998044, -111.9235111)"
98275,wleZrwtJNG6nkxMjZpg8vg,"""Chuy's Mesquite Broiler""","""5134 N 95th Ave""",Glendale,AZ,85305,33.5113643,-112.2642485,3.0,4,1,"5134 N 95th Ave, Glendale, AZ, 85305","(33.5113643, -112.2642485)"
98276,Sv1XtPN-utoenqdIn9ZMyQ,"""Tacos De Juarez""","""1017 N 7th St""",Phoenix,AZ,85006,33.4593371,-112.064637,4.0,108,1,"1017 N 7th St, Phoenix, AZ, 85006","(33.4593371, -112.064637)"
98316,sx25Ienna-PRIOm7_4gMAA,"""Main Street Tavern""","""1181 W Main St""",Kent,OH,44240,41.1519841,-81.3848218,3.5,3,1,"1181 W Main St, Kent, OH, 44240","(41.1519841, -81.3848218)"
98587,7vHLAKprTTKDr7qmqCX7ZA,"""Don Tequila Mexican Restaurant""","""35535 Euclid Ave""",Willoughby,OH,44094,41.6266903,-81.4339502,2.5,9,1,"35535 Euclid Ave, Willoughby, OH, 44094","(41.6266903, -81.4339502)"
98757,ZCvJ5xlxj2c-QzPLBOjtjw,"""Chat Burrito""","""1480 Concord Pkwy N, Ste 88""",Concord,NC,28025,35.4404612,-80.6034217,4.0,4,1,"1480 Concord Pkwy N, Ste 88, Concord, NC, 28025","(35.4404612, -80.6034217)"
98875,sV7EW4BNZtx4UGayzLQjeQ,"""Plaza Bonita""","""1717 S Rural Rd""",Tempe,AZ,85281,33.4095994,-111.9260263,4.5,4,1,"1717 S Rural Rd, Tempe, AZ, 85281","(33.4095994, -111.9260263)"
98921,-QKKkUEQhDVndxZDT9SovQ,"""Los Aztecas""","""100 Fort Mill Sq""",Fort Mill,SC,29715,35.0063657,-80.93144439999999,4.0,16,1,"100 Fort Mill Sq, Fort Mill, SC, 29715","(35.0063657, -80.93144439999999)"
98993,NYpmDzwzAQyv0gQG5gBKbw,"""Pachuco""","""99 Danforth Avenue""",Toronto,ON,M4K 1N2,43.6761617,-79.3582368,3.5,22,1,"99 Danforth Avenue, Toronto, ON, M4K 1N2","(43.6761617, -79.3582368)"
99505,U3ShrvhAFpv5mfT6z07eGw,"""Rosarita's Beach""","""72 W Horizon Ridge Pkwy""",Henderson,NV,89012,36.0131154,-114.9925655,3.5,76,1,"72 W Horizon Ridge Pkwy, Henderson, NV, 89012","(36.0131154, -114.9925655)"
99513,nSTDc9_ETRO9mZwvc-WY9w,"""Guerrero's""","""2148 E Apache Blvd""",Tempe,AZ,85281,33.415222,-111.8942605,4.0,21,1,"2148 E Apache Blvd, Tempe, AZ, 85281","(33.415222, -111.8942605)"
